0, 349
1, 351
2, 351
3, 350
4, 351
5, 346
6, 349
7, 350
8, 353
9, 351
10, 351
11, 350
12, 349
13, 351
14, 352
15, 351
16, 347
17, 351
18, 351
19, 351
20, 350
21, 353
22, 353
23, 350
24, 349
25, 349
26, 350
27, 347
28, 347
29, 349
30, 349
31, 347
32, 352
33, 350
34, 348
35, 351
36, 351
37, 353
38, 352
39, 350
40, 351
41, 352
42, 349
43, 347
44, 348
45, 347
46, 350
47, 350
48, 348
49, 349
50, 350
51, 348
52, 348
53, 347
54, 347
55, 351
56, 348
57, 350
58, 350
59, 348
60, 349
61, 348
62, 350
63, 346
64, 348
65, 348
66, 348
67, 347
68, 347
69, 351
70, 346
71, 348
72, 348
73, 349
74, 347
75, 346
76, 350
77, 350
78, 348
79, 349
80, 350
81, 346
82, 349
83, 349
84, 349
85, 352
86, 349
87, 350
88, 346
89, 348
90, 350
91, 346
92, 349
93, 348
94, 350
95, 350
96, 350
97, 346
98, 349
99, 347
100, 346
101, 348
102, 347
103, 349
104, 346
105, 346
106, 350
107, 347
108, 347
109, 345
110, 348
111, 346
112, 347
113, 347
114, 344
115, 346
116, 346
117, 348
118, 346
119, 345
120, 347
121, 346
122, 347
123, 347
124, 349
125, 346
126, 345
127, 347
128, 350
129, 349
130, 346
131, 347
132, 346
133, 346
134, 349
135, 345
136, 346
137, 346
138, 348
139, 346
140, 348
141, 348
142, 346
143, 345
144, 346
145, 347
146, 346
147, 346
148, 346
149, 346
150, 346
151, 346
152, 346
153, 345
154, 347
155, 345
156, 348
157, 347
158, 346
159, 346
160, 345
161, 346
162, 345
163, 346
164, 346
165, 345
166, 346
167, 348
168, 345
169, 345
170, 347
171, 344
172, 346
173, 345
174, 346
175, 345
176, 344
177, 346
178, 344
179, 346
180, 348
181, 347
182, 347
183, 346
184, 345
185, 345
186, 344
187, 343
188, 345
189, 345
190, 345
191, 345
192, 345
193, 345
194, 344
195, 346
196, 345
197, 344
198, 346
199, 344
200, 343
201, 344
202, 346
203, 345
204, 343
205, 345
206, 344
207, 346
208, 343
209, 343
210, 346
211, 345
212, 345
213, 344
214, 345
215, 343
216, 346
217, 342
218, 344
219, 345
220, 346
221, 345
222, 343
223, 342
224, 342
225, 344
226, 345
227, 346
228, 344
229, 344
230, 344
231, 344
232, 343
233, 342
234, 342
235, 343
236, 343
237, 347
238, 341
239, 344
240, 344
241, 343
242, 344
243, 345
244, 345
245, 342
246, 342
247, 343
248, 345
249, 344
250, 341
251, 342
252, 342
253, 342
254, 342
255, 343
256, 342
257, 340
258, 344
259, 342
260, 341
261, 343
262, 341
263, 344
264, 343
265, 345
266, 342
267, 342
268, 343
269, 341
270, 341
271, 341
272, 342
273, 341
274, 341
275, 342
276, 343
277, 341
278, 341
279, 343
280, 341
281, 341
282, 342
283, 341
284, 341
285, 342
286, 343
287, 341
288, 340
289, 341
290, 342
291, 339
292, 341
293, 345
294, 340
295, 342
296, 339
297, 343
298, 344
299, 342
300, 341
301, 339
302, 341
303, 343
304, 341
305, 339
306, 339
307, 340
308, 340
309, 341
310, 342
311, 342
312, 340
313, 341
314, 340
315, 341
316, 339
317, 340
318, 343
319, 340
320, 342
321, 341
322, 340
323, 341
324, 337
325, 340
326, 338
327, 340
328, 342
329, 341
330, 339
331, 340
332, 340
333, 341
334, 340
335, 342
336, 341
337, 338
338, 337
339, 338
340, 343
341, 338
342, 341
343, 340
344, 339
345, 338
346, 339
347, 341
348, 338
349, 340
350, 340
351, 339
352, 341
353, 338
354, 340
355, 338
356, 339
357, 340
358, 339
359, 339
360, 339
361, 339
362, 338
363, 337
364, 341
365, 338
366, 337
367, 339
368, 338
369, 340
370, 339
371, 340
372, 338
373, 337
374, 338
375, 337
376, 339
377, 339
378, 340
379, 338
380, 340
381, 339
382, 338
383, 339
384, 340
385, 341
386, 337
387, 338
388, 337
389, 337
390, 338
391, 339
392, 341
393, 339
394, 341
395, 338
396, 337
397, 337
398, 338
399, 338
400, 338
401, 338
402, 338
403, 339
404, 338
405, 340
406, 336
407, 337
408, 338
409, 338
410, 337
411, 337
412, 336
413, 339
414, 337
415, 335
416, 338
417, 336
418, 336
419, 337
420, 338
421, 338
422, 335
423, 337
424, 338
425, 337
426, 337
427, 334
428, 336
429, 335
430, 338
431, 336
432, 335
433, 337
434, 338
435, 337
436, 335
437, 336
438, 335
439, 337
440, 335
441, 336
442, 334
443, 338
444, 336
445, 335
446, 335
447, 335
448, 337
449, 337
450, 333
451, 336
452, 339
453, 336
454, 335
455, 337
456, 335
457, 333
458, 334
459, 333
460, 335
461, 334
462, 335
463, 335
464, 333
465, 335
466, 334
467, 336
468, 335
469, 337
470, 335
471, 336
472, 336
473, 336
474, 334
475, 335
476, 332
477, 334
478, 334
479, 335
480, 333
481, 333
482, 334
483, 332
484, 335
485, 335
486, 335
487, 335
488, 334
489, 333
490, 332
491, 334
492, 335
493, 333
494, 333
495, 333
496, 331
497, 333
498, 334
499, 333
500, 333
501, 331
502, 336
503, 335
504, 332
505, 333
506, 333
507, 332
508, 333
509, 333
510, 336
511, 332
512, 332
513, 334
514, 333
515, 331
516, 335
517, 332
518, 333
519, 333
520, 332
521, 334
522, 332
523, 333
524, 333
525, 332
526, 331
527, 334
528, 334
529, 331
530, 333
531, 334
532, 332
533, 333
534, 332
535, 332
536, 330
537, 331
538, 333
539, 333
540, 333
541, 330
542, 332
543, 333
544, 334
545, 329
546, 328
547, 330
548, 334
549, 331
550, 333
551, 331
552, 333
553, 329
554, 330
555, 330
556, 332
557, 330
558, 330
559, 332
560, 331
561, 331
562, 331
563, 331
564, 330
565, 330
566, 331
567, 330
568, 329
569, 330
570, 332
571, 328
572, 330
573, 329
574, 329
575, 330
576, 332
577, 331
578, 330
579, 330
580, 329
581, 333
582, 331
583, 328
584, 327
585, 330
586, 330
587, 330
588, 329
589, 330
590, 329
591, 331
592, 328
593, 330
594, 328
595, 329
596, 330
597, 328
598, 327
599, 327
600, 329
601, 330
602, 329
603, 329
604, 328
605, 328
606, 330
607, 330
608, 328
609, 330
610, 327
611, 330
612, 328
613, 331
614, 327
615, 328
616, 328
617, 329
618, 328
619, 325
620, 330
621, 328
622, 328
623, 328
624, 329
625, 330
626, 326
627, 328
628, 327
629, 328
630, 326
631, 327
632, 327
633, 324
634, 328
635, 327
636, 327
637, 327
638, 327
639, 329
640, 327
641, 329
642, 329
643, 328
644, 324
645, 329
646, 326
647, 326
648, 327
649, 325
650, 327
651, 328
652, 327
653, 327
654, 327
655, 327
656, 326
657, 327
658, 326
659, 326
660, 326
661, 328
662, 326
663, 325
664, 329
665, 324
666, 325
667, 325
668, 326
669, 326
670, 324
671, 327
672, 325
673, 326
674, 325
675, 326
676, 326
677, 326
678, 327
679, 328
680, 325
681, 323
682, 325
683, 324
684, 326
685, 326
686, 327
687, 323
688, 325
689, 325
690, 323
691, 325
692, 325
693, 326
694, 324
695, 326
696, 324
697, 322
698, 325
699, 323
700, 327
701, 326
702, 323
703, 323
704, 324
705, 325
706, 326
707, 323
708, 324
709, 326
710, 326
711, 323
712, 322
713, 323
714, 326
715, 324
716, 323
717, 324
718, 324
719, 322
720, 324
721, 325
722, 324
723, 322
724, 320
725, 324
