0, 60118
1, 60118
2, 60121
3, 60118
4, 60120
5, 60119
6, 60121
7, 60120
8, 60120
9, 60121
10, 60121
11, 60119
12, 60120
13, 60119
14, 60120
15, 60120
16, 60120
17, 60118
18, 60120
19, 60121
20, 60120
21, 60118
22, 60120
23, 60119
24, 60119
25, 60121
26, 60118
27, 60118
28, 60121
29, 60119
30, 60120
31, 60119
32, 60119
33, 60118
34, 60121
35, 60120
36, 60120
37, 60119
38, 60120
39, 60119
40, 60120
41, 60121
42, 60119
43, 60118
44, 60118
45, 60119
46, 60119
47, 60119
48, 60119
49, 60119
50, 60120
51, 60119
52, 60119
53, 60120
54, 60119
55, 60119
56, 60121
57, 60121
58, 60120
59, 60120
60, 60119
61, 60119
62, 60121
63, 60119
64, 60118
65, 60120
66, 60117
67, 60119
68, 60121
69, 60120
70, 60119
71, 60120
72, 60120
73, 60120
74, 60121
75, 60119
76, 60120
77, 60119
78, 60119
79, 60120
80, 60119
81, 60120
82, 60119
83, 60119
84, 60119
85, 60118
86, 60120
87, 60121
88, 60121
89, 60121
90, 60120
91, 60121
92, 60119
93, 60120
94, 60119
95, 60119
96, 60119
97, 60121
98, 60120
99, 60120
100, 60118
101, 60117
102, 60119
103, 60122
104, 60120
105, 60121
106, 60119
107, 60119
108, 60119
109, 60121
110, 60118
111, 60119
112, 60119
113, 60119
114, 60120
115, 60118
116, 60121
117, 60120
118, 60118
119, 60120
120, 60119
121, 60119
122, 60119
123, 60120
124, 60118
125, 60120
126, 60119
127, 60119
128, 60119
129, 60119
130, 60118
131, 60120
132, 60120
133, 60119
134, 60120
135, 60120
136, 60119
137, 60120
138, 60119
139, 60120
140, 60121
141, 60119
142, 60119
143, 60118
144, 60119
145, 60121
146, 60119
147, 60118
148, 60119
149, 60119
150, 60119
151, 60120
152, 60121
153, 60120
154, 60121
155, 60119
156, 60119
157, 60120
158, 60119
159, 60118
160, 60121
161, 60118
162, 60122
163, 60119
164, 60119
165, 60119
166, 60121
167, 60120
168, 60120
169, 60120
170, 60120
171, 60118
172, 60120
173, 60118
174, 60120
175, 60121
176, 60120
177, 60119
178, 60121
179, 60120
180, 60120
181, 60120
182, 60119
183, 60120
184, 60118
185, 60120
186, 60120
187, 60119
188, 60120
189, 60119
190, 60121
191, 60121
192, 60118
193, 60119
194, 60119
195, 60118
196, 60120
197, 60119
198, 60121
199, 60119
200, 60119
201, 60119
202, 60121
203, 60120
204, 60119
205, 60118
206, 60120
207, 60120
208, 60119
209, 60119
210, 60118
211, 60119
212, 60119
213, 60119
214, 60121
215, 60120
216, 60120
217, 60120
218, 60119
219, 60120
220, 60119
221, 60119
222, 60120
223, 60120
224, 60119
225, 60119
226, 60118
227, 60120
228, 60119
229, 60121
230, 60119
231, 60120
232, 60119
233, 60118
234, 60118
235, 60119
236, 60118
237, 60119
238, 60119
239, 60121
240, 60119
241, 60120
242, 60120
243, 60121
244, 60121
245, 60121
246, 60120
247, 60118
248, 60119
249, 60119
250, 60119
251, 60119
252, 60119
253, 60119
254, 60120
255, 60119
256, 60120
257, 60120
258, 60119
259, 60119
260, 60119
261, 60120
262, 60120
263, 60119
264, 60118
265, 60118
266, 60121
267, 60119
268, 60119
269, 60119
270, 60121
271, 60121
272, 60118
273, 60120
274, 60120
275, 60118
276, 60117
277, 60120
278, 60119
279, 60118
280, 60121
281, 60119
282, 60120
283, 60120
284, 60120
285, 60120
286, 60120
287, 60122
288, 60121
289, 60119
290, 60120
291, 60119
292, 60119
293, 60121
294, 60119
295, 60120
296, 60118
297, 60121
298, 60120
299, 60120
300, 60121
301, 60119
302, 60119
303, 60119
304, 60120
305, 60118
306, 60120
307, 60119
308, 60120
309, 60119
310, 60119
311, 60120
312, 60119
313, 60118
314, 60119
315, 60119
316, 60120
317, 60119
318, 60120
319, 60120
320, 60120
321, 60121
322, 60121
323, 60120
324, 60122
325, 60121
326, 60119
327, 60121
328, 60120
329, 60121
330, 60119
331, 60120
332, 60119
333, 60121
334, 60120
335, 60119
336, 60119
337, 60120
338, 60119
339, 60120
340, 60120
341, 60122
342, 60117
343, 60119
344, 60118
345, 60121
346, 60121
347, 60119
348, 60121
349, 60118
350, 60118
351, 60119
352, 60121
353, 60120
354, 60120
355, 60121
356, 60120
357, 60118
358, 60119
359, 60120
360, 60120
361, 60119
362, 60122
363, 60120
364, 60119
365, 60120
366, 60121
367, 60118
368, 60121
369, 60119
370, 60118
371, 60119
372, 60119
373, 60120
374, 60119
375, 60117
376, 60119
377, 60120
378, 60120
379, 60120
380, 60119
381, 60121
382, 60120
383, 60119
384, 60120
385, 60120
386, 60120
387, 60120
388, 60121
389, 60119
390, 60121
391, 60121
392, 60121
393, 60119
394, 60119
395, 60119
396, 60120
397, 60118
398, 60120
399, 60120
400, 60122
401, 60119
402, 60121
403, 60121
404, 60120
405, 60119
406, 60121
407, 60120
408, 60120
409, 60121
410, 60120
411, 60121
412, 60119
413, 60118
414, 60118
415, 60119
416, 60120
417, 60122
418, 60120
419, 60120
420, 60120
421, 60118
422, 60119
423, 60119
424, 60120
425, 60119
426, 60118
427, 60122
428, 60118
429, 60120
430, 60119
431, 60118
432, 60120
433, 60120
434, 60119
435, 60118
436, 60119
437, 60119
438, 60120
439, 60119
440, 60119
441, 60119
442, 60119
443, 60120
444, 60117
445, 60120
446, 60120
447, 60120
448, 60118
449, 60119
450, 60117
451, 60115
452, 60118
453, 60121
454, 60119
455, 60121
456, 60118
457, 60121
458, 60119
459, 60122
460, 60119
461, 60120
462, 60120
463, 60120
464, 60120
465, 60119
